0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.8414642202251899,0.894354419268824,0.9500354826786221,0.9950111200762262,1.0,0.9543748472830815,0.8974608883376076,0.8403660706542913,0.7832712529709753,0.7261764934915034,0.6694075630545346,0.6188401034333619,0.5646651873395361,0.5096091983320632,0.46221355747934667,0.42197510685480055,0.3754486541795621,0.33024968013700073,0.28286832479504453,0.23502596150154464,0.18909810748598255,0.16732871553209838,0.141105670409583,0.11831883719532699,0.1306167555684572,0.15525670718266715,0.1775083529898136,0.17957044416880708,0.17923991675138473,0.17266857931769453,0.16872800005487787,0.16736944415551647,0.18191376896943834,0.20956659832128266,0.24456115079312735,0.28868697075231786,0.3321212998414118,0.37494402383067027,0.4169958721102591,0.45817821185971863,0.5009039500486587,0.5418844604094011,0.5797781254330483,0.5952074770495357,0.5727111800347349,0.5317567227190023,0.4901359877435638,0.4440012226579728,0.39710913282856164,0.35137152608292554,0.30265776340905926,0.25234481576772905,0.20662068335302686,0.16372775612651203,0.12477584575355327,0.09157756157732311,0.06390507540902779,0.05103878048455801,0.04977872538796024,0.06934604528152777,0.10710272221505335,0.1587864186607637,0.20918947639366836,0.260641059145871,0.31344347295882957,0.3684190719713991,0.4183916486263346,0.47488681590721193,0.5304463035667233,0.5801279846064269,0.6363911499397319,0.6934793263658312,0.7486771799396044,0.7985597174755399,0.854982714117337,0.9107021142208738,0.9580915768658058,0.9743821669514188,0.9347559765783631,0.8816336721185984,0.8305926833710311,0.7737170798505821,0.7166228395946797,0.6602643807489978,0.6104649562459858,0.5551256395172819,0.5008905918812174,0.46284313047842773,0.4130941237256016,0.359025718255658,0.3153198235575245,0.2665533427805231,0.2160975935260827,0.16798667723500316,0.14512887493286764,0.13472090980573537,0.10904369596268615,0.11464365152188516,0.13991077689429754,0.16105924187441478,0.1614843992522379,0.16992136403745506,0.1739237749575424,0.1698451487932351,0.16780187579181116,0.16540642058243904,0.18689044463774263,0.22037905347608389,0.2573954134855425,0.29639438618036884,0.3418971081109201,0.3834385567229155,0.4261686424481901,0.4688430707490461,0.5096912844895076,0.5516908449755311,0.5806358512903076,0.5753990201310679,0.5414463845630495,0.50087214353484,0.4565869800836284,0.40952583960852484,0.36331419927621345,0.3176543858287584,0.2720090460754552,0.22709912336810123,0.1807369936097003,0.13430985308716625,0.09456206084422347,0.0569645928207525,0.0303146278058537,0.029817210479897938,0.03743408118377167,0.06318647257151389,0.10365737944267628,0.1493296094965686,0.1982070982809816,0.2532481019534021,0.302879811064535,0.3588606421529017,0.41595358517367287,0.4730483545368176,0.5298729365375257,0.5805569145790053,0.634572317780846,0.6916386366081348,0.7470362393243115,0.7968079594830155,0.8531421307228695,0.9089884714512091,0.9531881455495435,0.961388020353259,0.9172747144421542,0.862344832581142,0.812478095836469,0.7559896626369467,0.69890593742939,0.6441640780863493,0.5940083273774635,0.5374005988964188,0.4820642561848274,0.4322987021621869,0.37749122357215104,0.3353582921142457,0.2905141890121401,0.23446017064130542,0.18593804195073393,0.16015879284496748,0.14181528173876767,0.1159223855546001,0.12203555513982867,0.14362346107952462,0.15698967361520433,0.15420224585586406,0.15533467276317325,0.16398606044268438,0.16172740800968355,0.15558785810797882,0.16301464569040514,0.19216044789690478,0.22901543152364523,0.26860280923647784,0.3088958998581066,0.3525812834926709,0.3967526552921894,0.4444873824406421,0.48564363538067923,0.5239165159998673,0.5479026150199666,0.5372279738385359,0.4982637929154652,0.4504010276768424,0.4058251140263329,0.3608471518821106,0.3135636674823039,0.2679397432872228,0.22335169584589143,0.17715642771531392,0.13283434254950688,0.09255532538212075,0.05286148363239218,0.018819521287428254,0.00022222036897212583,0.0,0.020728050734754477,0.051402390566963385,0.09571612905685556,0.14292656432058215,0.19312668437823444,0.24600686676710537,0.29803961859681216,0.35053629167079836,0.40753276882957823,0.46179748536609244,0.5122954891258875,0.5690506380034803,0.626063084751785,0.6780018793996092,0.7193248073577978,0.7682090634150316,0.8248451151264762,0.8753596417909373,0.9294762193325452,0.972588378140316,0.953333635905504,0.9059399888971504,0.8508349346858535,0.7937463120778614,0.7367836689763609,0.6850761671230425,0.6321881917311285,0.5751584947809203,0.519991867448599,0.47018703086023583,0.4178729808969619,0.3669309747664242,0.3196914071936119,0.276251223043938,0.226280740302786,0.17712826661130965,0.14262226527273558,0.12724762563354441,0.10443619009977811,0.11304255852521838,0.1406537820367626,0.15731296551404284,0.1669655250192157,0.17625298051143612,0.1795457926136308,0.17933375728044876,0.17360073100275852,0.18145843527904248,0.21486743541417508,0.25166500007498227,0.28862645447441637
